title
藥師證實「吃這6種藥」易便秘！感冒、止咳藥都中了
陰莖「小肉條太短」易不舉！泌尿醫教2招自測
5大壞習慣快改！重症醫示警　當心「罹癌風險飆升69%」
3女性病連發！嫩妹「二度染淋病」還墮胎　醫嘆：不知該說什麼
太太戒菸成榜樣！菸齡34年警員也跟進　沒抽菸後上山打獵走更久
大便別超過10分鐘！痔瘡「5招可防」　醫：腫出來回不去了
國內首例！男遭狗咬打破傷風「突昏迷死亡」　獲疫苗救濟250萬
一放假只想耍廢？　心理師驚揭「5後果」：越躺越憂鬱
血管變油管！他中秋聚餐血脂飆險釀急性胰臟炎　減重醫5招平安吃
愛愛ing「突噗一聲」連被甩！23歲女崩潰：那不是屁　醫曝病因了
沈慶京傳抽搐送醫！醫分析3狀況　電腦斷層要排除「最嚴重」那種
「心律去顫、肌張力不全」兩項治療納健保　病人最多省86.5萬
她肺癌四期「治療變胖想減重」！營養師2故事全場哭了：一起加油
一次罹2癌症！他驚吐「鍋子1狀態」致病：阿姨說還可以用
中秋烤肉2大熱門食材別吃太多！國健署示警：大腸癌風險增近2成
剴剴案惹議！　社家署證實：兒福聯盟改由衛福部管轄
柯文哲父親罹癌化療！醫分析「肺積水」應是第四期　預後恐不好
營養師示警「3大中秋後遺症」　天天吃一顆月餅也NG
男切掉半個胃！　胃食道逆流「不敢躺著睡」
微波爐致癌有輻射？不必站遠遠！專家：它能保留更多營養
柚子配優酪乳不會中毒　「魔王成分」搭7類藥物才會索命
肌少症衝擊高齡化社會　8成患者不知道生病了
高齡憂鬱與失智正相關　50歲起培養「防治」好習慣
無精蟲症不代表不孕　泌尿醫：做到這件事還是有生機
中秋放縱吃喝「恐現三高警訊」　泌尿醫：留意勃起障礙、龜頭發炎
失眠6原因「奶茶也上榜」！專家：80%不是病
健保住院自付額調高！明年起單次上限增至5.1萬元　估1萬人受影響
易罹癌王！醫點名2種人「胰臟壞得快」：體溫升高恐是前兆
男生勃起＝想要？醫曝「5情況」會起立：拖太久壞死了
「超慢跑」風靡長輩圈！但非人人都適合　醫提3狀況要小心
在宅急症照護明年擴大辦理！新增「居家安寧」疼痛控制免跑醫院
中秋烤肉不怕胖！學會「這6招」助你月圓人不圓
梅毒警報！南韓病例增4倍、美破70年紀錄　台15~24歲中鏢率高
新光醫院再幫醫護加薪4%！累計調幅破1成　三班制護理師起薪47K
麟洋配再合體！李洋「殺球看不到」做蔡司微創近視雷射　單眼10秒恢復快
覺得胸悶、常想打呵欠、精神不濟　到底是怎麼了？
防生魚片、即食蔬果遭污染！食藥署即起調整「食品用洗潔劑」標準
營養師推「烤肉飲食順序」　可避免長胖
好多人生病！「5大病毒」群魔亂舞　醫示警了
7旬翁想再生1子卻「乾射精」診斷無精症　顯微手術幫圓夢
月餅「油＋糖」組合！　營養師揭1飲品：解膩零熱量
不想孩子煩惱！6旬夫妻簽預立醫療　諮詢過程讓親子關係更緊密
網驚喊「指月亮被割耳朵」！　醫曝神秘力量真相：這很常見
入秋乾又熱小心「燥邪」上身　中醫：吃烤肉可配綠豆湯
20歲妹大腸癌嘆：媽罹肺癌　專家一問「飲食習慣」傻眼了
一直聞到死鼠味！醫從鼻孔拖出「整坨黴菌球」　她秒驚：怎這麼多
他癲癇發作如「大法師」用藥也無效　手術治療恢復正常生活
45歲日本夫婦10次試管嬰兒失敗　來台借卵成功懷孕
她半夜癢醒「像螞蟻從骨髓鑽出」　異膚大爆發流血流膿只能趴睡
罕見「下顎骨」異常增生！婦嘴張不開　醫全台首例冷凍治療成功
18歲少年總「握拳狂打頭」　竟是「高功能自閉症」未被診斷
大型連鎖藥局搶才祭10萬月薪　健保署幫加薪被抗議背後原因
清潔耳屎仰賴「3機制」　耳朵照護懶人包一次看
吃這個能護眼！營養師公布「前15名食材」含葉黃素最多
長照換照亂象！長照本科生崩潰　4年苦讀竟與移工同等
中秋烤肉怕致癌物！食藥署教5點避免　「對木炭灑水」也有用
婚宴料理也能健康吃！營養師給「4大選菜守則」避熱量爆表
夜店整排「加熱菸」違法公開賣！董氏檢舉「最重可罰百萬」
江蕙抗癌9年　醫：失聲是重大警訊
吃止痛藥「絕不能配4食物」！醫警告：恐增肝毒性
打呼聲大到人妻求救！醫一驗「呼吸中止330次」：會猝死
北車遊民遭砍不治「疑被嚇死」！　醫揭有可能：一般人也別亂嚇
江蕙罹癌化療「肺栓塞、大出血」　醫推測可能是3種癌
台南葡吉3產品過期！中秋食品稽查　新北麵包坊作業環境有貓
行醫40年換心500顆　74歲魏崢：最難的手術最想自己上
健康台灣委員會缺「病友代表」　民團：談醫療不能沒有病人的聲音
小磨坊出包！「小茴香子」農藥超標　2.4萬公斤退運銷毀
早餐黑咖啡配B群　他「犯1大忌」胃潰瘍了！
31歲港女胸口悶痛！醫檢查：10公分罕見畸胎瘤
男生射後不理！　2原因曝光
醫失眠35年→3分鐘入睡！　「只用1招」睡超飽
半套抓龍筋！排毒小姐姐「手一掏」：有點大　摸出睪丸癌
肚子痛一驗「癌王指數」超標40倍！　醫：她紅茶當水喝
「14件事」增失智風險！　研究：太胖、少社交都危險
男人也有適育年齡！醫破迷思「40歲後精子不良率高」恐害母嬰健康
他三酸甘油酯超標5倍！醫揭菜單　2個月後回診「數值下降了」
桃園醫院院長懸缺2年　骨科醫師楊南屏9／12接任
8歲女童感冒暈2天！突嗜睡不說話　竟是已「腦炎」
營養師解密癌友中秋「烤肉菜單」！　5種月餅口味少碰
哈佛研究：「有3次機會」變聰明　不要叫小孩「閉嘴」
「即食雞胸肉」別打開就吃！　營養師勸世：毒素恐致命
48歲婦「老忘記關火」竟已中度失智　醫揪「關鍵原因」示警年輕化
慧上癮、食芋堂都出包！鳳梨酥未標效期　北市驗中秋食品7件違規
夫妻染陰蝨癢爆！　醫揭「旅館1物」害的：小蟲在毛上爬來爬去
魚油「5種人該吃、5種人不能補」！　最佳服用時機曝
睡不好？超高效「6助眠食物」他激推　香蕉只排第3名
打嗝「有3味道」別拖了！男無症狀竟罹胰臟癌
超市買的肉要洗嗎？專家曝「1關鍵」：恐增汙染風險
可直接對「有意輕生者」問自殺念頭！專家：反有助預防
「木瓜牛奶」喝起來苦苦的！營養師教你「2方法」不怕苦
愛愛心理壓力大！30多歲男被要求「不能太早繳械」慘變不舉
沙茶醬排不進前5！調味料「高納」排行　當心一天2匙就超標
墜樓事件頻傳！專家示警：逾7成發生在「私人住宅」難預防
青少年吸毒比例攀升！專家點出「關鍵問題」：和家庭有關
7成異膚患者認「皮破血流」是日常　醫示警：不治療影響身心發展
她牙肉腫痛就醫「牙周骨已遭破壞」　再生手術+補骨助保留牙齒
「柚子」高纖助消化！　專家教你挑選「3大訣竅」
半年瘦5公斤！他上腹痛「癌王躲死角」傻了　醫：認真照也照不到
5大壞習慣快改！重症醫示警　當心「罹癌風險飆升69%」
3女性病連發！嫩妹「二度染淋病」還墮胎　醫嘆：不知該說什麼
太太戒菸成榜樣！菸齡34年警員也跟進　沒抽菸後上山打獵走更久
大便別超過10分鐘！痔瘡「5招可防」　醫：腫出來回不去了
國內首例！男遭狗咬打破傷風「突昏迷死亡」　獲疫苗救濟250萬
一放假只想耍廢？　心理師驚揭「5後果」：越躺越憂鬱
血管變油管！他中秋聚餐血脂飆險釀急性胰臟炎　減重醫5招平安吃
異位性皮膚炎發作皮破血流！醫解析平日保養「夏季、冬季」有差異
吹風會感冒？兒科醫揭「2大條件」　潛伏期曝光
「高血壓疫苗」日本研發中！效力可維持6個月　免天天吃藥
中秋烤肉4吃法更健康　營養師推「最搭飲料」解油膩
健檢紅字以為只是熬夜！她脾臟腫大才知罹罕見血癌　常見症狀曝
啤酒比較不會醉、睡一覺就好？醫示警「喝酒迷思」：會有隔夜醉
她腸癌轉移侵蝕骨盆「無法躺平」　標靶合併「熱治療」讓腫瘤縮小
營養師公布「烤肉食材熱量排行」！冠軍70％都是油
30歲女過敏「中秋送急診」　醫：烤肉5食材小心
她肺癌四期「治療變胖想減重」！營養師2故事全場哭了：一起加油
一次罹2癌症！他驚吐「鍋子1狀態」致病：阿姨說還可以用
中秋烤肉2大熱門食材別吃太多！國健署示警：大腸癌風險增近2成
剴剴案惹議！　社家署證實：兒福聯盟改由衛福部管轄
柯文哲父親罹癌化療！醫分析「肺積水」應是第四期　預後恐不好
營養師示警「3大中秋後遺症」　天天吃一顆月餅也NG
男切掉半個胃！　胃食道逆流「不敢躺著睡」
微波爐致癌有輻射？不必站遠遠！專家：它能保留更多營養
柚子配優酪乳不會中毒　「魔王成分」搭7類藥物才會索命
肌少症衝擊高齡化社會　8成患者不知道生病了
高齡憂鬱與失智正相關　50歲起培養「防治」好習慣
無精蟲症不代表不孕　泌尿醫：做到這件事還是有生機
中秋放縱吃喝「恐現三高警訊」　泌尿醫：留意勃起障礙、龜頭發炎
失眠6原因「奶茶也上榜」！專家：80%不是病
健保住院自付額調高！明年起單次上限增至5.1萬元　估1萬人受影響
易罹癌王！醫點名2種人「胰臟壞得快」：體溫升高恐是前兆
男生勃起＝想要？醫曝「5情況」會起立：拖太久壞死了
「超慢跑」風靡長輩圈！但非人人都適合　醫提3狀況要小心
在宅急症照護明年擴大辦理！新增「居家安寧」疼痛控制免跑醫院
中秋烤肉不怕胖！學會「這6招」助你月圓人不圓
梅毒警報！南韓病例增4倍、美破70年紀錄　台15~24歲中鏢率高
新光醫院再幫醫護加薪4%！累計調幅破1成　三班制護理師起薪47K
麟洋配再合體！李洋「殺球看不到」做蔡司微創近視雷射　單眼10秒恢復快
覺得胸悶、常想打呵欠、精神不濟　到底是怎麼了？
防生魚片、即食蔬果遭污染！食藥署即起調整「食品用洗潔劑」標準
營養師推「烤肉飲食順序」　可避免長胖
好多人生病！「5大病毒」群魔亂舞　醫示警了
7旬翁想再生1子卻「乾射精」診斷無精症　顯微手術幫圓夢
月餅「油＋糖」組合！　營養師揭1飲品：解膩零熱量
不想孩子煩惱！6旬夫妻簽預立醫療　諮詢過程讓親子關係更緊密
網驚喊「指月亮被割耳朵」！　醫曝神秘力量真相：這很常見
入秋乾又熱小心「燥邪」上身　中醫：吃烤肉可配綠豆湯
20歲妹大腸癌嘆：媽罹肺癌　專家一問「飲食習慣」傻眼了
一直聞到死鼠味！醫從鼻孔拖出「整坨黴菌球」　她秒驚：怎這麼多
他癲癇發作如「大法師」用藥也無效　手術治療恢復正常生活
45歲日本夫婦10次試管嬰兒失敗　來台借卵成功懷孕
她半夜癢醒「像螞蟻從骨髓鑽出」　異膚大爆發流血流膿只能趴睡
罕見「下顎骨」異常增生！婦嘴張不開　醫全台首例冷凍治療成功
18歲少年總「握拳狂打頭」　竟是「高功能自閉症」未被診斷
大型連鎖藥局搶才祭10萬月薪　健保署幫加薪被抗議背後原因
清潔耳屎仰賴「3機制」　耳朵照護懶人包一次看
吃這個能護眼！營養師公布「前15名食材」含葉黃素最多
長照換照亂象！長照本科生崩潰　4年苦讀竟與移工同等
中秋烤肉怕致癌物！食藥署教5點避免　「對木炭灑水」也有用
婚宴料理也能健康吃！營養師給「4大選菜守則」避熱量爆表
夜店整排「加熱菸」違法公開賣！董氏檢舉「最重可罰百萬」
江蕙抗癌9年　醫：失聲是重大警訊
吃止痛藥「絕不能配4食物」！醫警告：恐增肝毒性
打呼聲大到人妻求救！醫一驗「呼吸中止330次」：會猝死
北車遊民遭砍不治「疑被嚇死」！　醫揭有可能：一般人也別亂嚇
江蕙罹癌化療「肺栓塞、大出血」　醫推測可能是3種癌
台南葡吉3產品過期！中秋食品稽查　新北麵包坊作業環境有貓
行醫40年換心500顆　74歲魏崢：最難的手術最想自己上
健康台灣委員會缺「病友代表」　民團：談醫療不能沒有病人的聲音
小磨坊出包！「小茴香子」農藥超標　2.4萬公斤退運銷毀
早餐黑咖啡配B群　他「犯1大忌」胃潰瘍了！
31歲港女胸口悶痛！醫檢查：10公分罕見畸胎瘤
男生射後不理！　2原因曝光
醫失眠35年→3分鐘入睡！　「只用1招」睡超飽
半套抓龍筋！排毒小姐姐「手一掏」：有點大　摸出睪丸癌
肚子痛一驗「癌王指數」超標40倍！　醫：她紅茶當水喝
「14件事」增失智風險！　研究：太胖、少社交都危險
男人也有適育年齡！醫破迷思「40歲後精子不良率高」恐害母嬰健康
他三酸甘油酯超標5倍！醫揭菜單　2個月後回診「數值下降了」
桃園醫院院長懸缺2年　骨科醫師楊南屏9／12接任
8歲女童感冒暈2天！突嗜睡不說話　竟是已「腦炎」
